text,label,topic,label_name
El restaurante cambió su carta esta semana.,0,restaurants,label0
Estoy tan preocupado por los gastos que ya ni puedo disfrutar cuando compro algo necesario.,2,shopping,label2
Me frustra no tener un rato libre para sentarme con la criolla por estar tapado de entregas y pendientes,1,music,label1
"Gasté todo lo que tenía en autopublicar mi libro y fue un fracaso, arruiné a mi familia y voy a terminar con mi vida",3,books,label3
Se rompió una pieza del modelo y me tocó empezar esa parte otra vez.,1,hobbies,label1
"El evento está bueno, aunque cuesta completar las misiones.",1,gaming,label1
"Ni mis amigos logran entender cuánto me rompió perder a mi mascota, siento que ya no hay sentido.",3,pets,label3
"Llevo meses estancado con el proyecto de tesis del robot seguidor, me siento totalmente bloqueado y lloro de frustración frente a la compu",2,university,label2
Ya ni mi película favorita me saca de la cabeza la idea de que todos estarían mejor si yo no estuviera.,3,movies,label3
Tengo el cuerpo pesado como si llevara plomo encima cada vez que tengo que sentarme en el escritorio a trabajar,2,work,label2
hace un calor insoportable esta tarde,0,weather,label0
Extraño cuando mis hobbies realmente me ayudaban a relajarme.,2,hobbies,label2
Conecté dos parlantes portátiles en estéreo con la app y armamos tremendo baile en el patio,0,music,label0
"Mis amigas de la prepa me dieron la espalda, la soledad me duele tanto en el pecho que decidí que hasta aquí llego",3,school,label3
"No veo cómo salir de esta situación laboral, ya no quiero seguir.",3,work,label3
Qué lindo festejar el cumple de 80 del abuelo con todos los primos y tíos reunidos,0,family,label0
Hoy terminé mentalmente cansado después de tantas horas de manualidades.,1,hobbies,label1
Me pasé toda la tarde refactorizando una función de doscientas líneas para dejarla en tres métodos chicos,0,programming,label0
Entre el trabajo y todo lo demás casi no me da tiempo de cocinar.,1,cooking,label1
"Mi mejor amigo se va a vivir a otro país y me deja solo en este infierno, no tengo fuerzas para afrontarlo sin él.",3,friends,label3
"Siento una apatía tan profunda por los libros que me di cuenta de que mi alma ya está muerta, falta mi cuerpo nada más",3,books,label3
"Llegamos re bien a la casa de la costa con toda la familia, desarmamos valijas y salimos a la playa",0,family,label0
"Perdón por haber gastado tanta plata en mi educación para nada, les prometo que ya no voy a ser un gasto nunca más",3,university,label3
Qué satisfacción cuando desmoldás el jabón artesanal de avena y miel y quedó con la forma perfecta,0,hobbies,label0
Me angustia no llegar a implementar los filtros de búsqueda antes de la demo con los inversores,1,programming,label1
"Llevamos a castrar al mestizo a la campaña municipal gratuita, salió todo de diez por suerte",0,pets,label0
El transporte público me deja tan agotado que ya no disfruto mis tardes.,2,transportation,label2
El trabajo remoto ya me dejó agotado de estar siempre frente al monitor.,2,technology,label2
Siento una angustia que no cede jamás cuando pienso en que si repruebo esta materia me retraso un año entero en el plan de estudios,2,university,label2
"El rival era muchísimo mejor, toca seguir practicando.",1,gaming,label1
"Me rompí el tendón de Aquiles, a mi edad eso significa el retiro, mi mundo se desmoronó y tomé la decisión de no seguir",3,sports,label3
Me falta una sola materia para terminar el plan de estudios y empezar las prácticas profesionales,0,university,label0
"mi abuelo cuenta la misma anecdota en cada reunion, ya me la se de memoria",0,family,label0
"Qué manera de ladrarle al cartero hoy, no sé qué problema tiene con el uniforme amarillo",0,pets,label0
Llevo una hora intentando configurar esta impresora.,1,technology,label1
Desde hace meses me cuesta muchísimo concentrarme al estudiar.,2,school,label2
buscando el mapa del centro historico de la ciudad,0,travel,label0
"Ver sus juguetes tirados por la sala me da ataques de pánico, la angustia es tan grande que la única salida que veo es dejar de existir",3,pets,label3
Me tiene re preocupado no cumplir con la estimación de horas que le pasé al líder técnico para esta tarea,1,programming,label1
Me siento una carga desde que me quedé sin empleo.,3,work,label3
"El ambiente en la rotisería es tan denso que me chupa la poca energía vital que me queda, ando con mareos y náuseas todos los mediodías",2,restaurants,label2
"Antes jugar me relajaba, ahora cada sesión me deja con la cabeza hecha un lío.",2,gaming,label2
Papá dice que si pasamos a buscarlo por la ferretería nos ayuda a armar el mueble nuevo,0,family,label0
Mi club de lectura se disolvió y siento que ya no tengo razones para vivir.,3,books,label3
El cansancio mental por la escuela ya forma parte de todos mis días.,2,school,label2
"Me tiene re tenso la clasificatoria de Rocket League, subo a campeón y a las dos partidas caigo de nuevo a diamante",1,gaming,label1
saco a pasear al perro antes de que se ponga a llover,0,pets,label0
La profe de arte nos pidió materiales carísimos para mañana y no sé si en la librería de acá los tienen,1,school,label1
Qué desgaste bancarse dos horas de viaje de ida y dos de vuelta para una clase teórica que no aportó nada,1,university,label1
"Hace dos meses que no tengo una sola conversación cara a cara, el trabajo remoto me aisló tanto que la tristeza me pesa el doble",2,technology,label2
Llevo demasiado tiempo intentando recuperar las ganas de hacer música y no lo logro.,2,music,label2
Llevo meses soportando esto en el trabajo y ya no veo ninguna salida.,3,work,label3
Me da coraje que le hayan metido un filtro tan oscuro a la película que en las escenas nocturnas no se distingue nada,1,movies,label1
aproveche la oferta y compre dos por uno en el super,0,shopping,label0
La nueva canción tiene acordes más difíciles de lo que pensé.,1,music,label1
perdimos todas las partidas hoy jaja que dia,0,gaming,label0
El remisero se metió por una cortada que no conocía y salimos derecho a la avenida,0,transportation,label0
El final me pareció un poco apresurado en comparación con el desarrollo pausado del conflicto,0,books,label0
El pedido llegó incompleto y ya levanté el reporte.,1,shopping,label1
cocinando fideos con salsa casera para la cena,0,cooking,label0
"Ayer intenté retomar el bordado y me temblaban tanto las manos de la tensión que tuve que dejarlo, me siento re inútil 😔",2,hobbies,label2
El práctico de química orgánica estuvo larguísimo pero por suerte nos dio el rendimiento esperado,0,university,label0
Me congelé esperando el colectivo media hora bajo la llovizna porque venían todos llenos y no paraban,1,weather,label1
"la valija se perdio pero ya la encontraron, llega mañana",0,travel,label0
instalando el juego nuevo de epic games que baje gratis,0,gaming,label0
Me tardé horas armando una figura y todavía le faltan detalles.,1,hobbies,label1
No me sale el ritmo sincopado con el pandero y siento que atraso a todo el grupo de percusión,1,hobbies,label1
"Subí a nivel máximo en el ranking y sigo sintiendo el mismo vacío insoportable en el pecho, ya entendí que no sirvo para vivir",3,gaming,label3
"El peso de mantener este negocio familiar de comidas me aplastó, ya no veo salida y me despido",3,cooking,label3
Quería escribir un capítulo más y me quedé sin ideas.,1,hobbies,label1
organizando el cumple de mi sobrina para el sabado,0,family,label0
"Che cambiaron la cafetera de la cocina por una de cápsulas, ahora sí da gusto madrugar",0,work,label0
Alguien sabe si en ese mayorista te dejan pagar con tarjeta de crédito en un solo pago?,0,shopping,label0
"El metro de la ciudad es un laberinto indescifrable, nos tomamos la línea en sentido contrario dos veces seguidas",1,travel,label1
"Intenté leer filosofía contemporánea pero el vocabulario técnico me supera, me siento re ignorante a veces",1,books,label1
"El desenlace de la película me dejó con una angustia en el pecho todo el día, no esperaba ese final tan trágico",1,movies,label1
"Termino cada ensayo sintiéndome más vacío que cuando llegué, con la certeza de que la música ya no me alcanza para calmar este sufrimiento",2,music,label2
Tuve que cambiar todos mis planes por la tormenta.,1,weather,label1
Ayer me largué a llorar en el vestuario porque sentí que le dediqué mi juventud entera a este deporte para terminar siendo un fracaso,2,sports,label2
"Nos atendieron rapidísimo, qué buen servicio.",0,restaurants,label0
Compré las entradas numeradas para la sala IMAX así vemos los efectos con buena pantalla,0,movies,label0
"Siento que estoy haciendo todo mal con el adiestramiento del border collie, tiene demasiada energía y me supera",1,pets,label1
"Siento que estoy viviendo en una pesadilla sobre ruedas, paso más tiempo sentado en el tránsito que descansando en mi propia casa",2,transportation,label2
"Siento un rechazo visceral a entrar a cualquier negocio, la ansiedad de ver que mi sueldo no vale nada me tiene al límite del llanto",2,shopping,label2
"Dejé entrenando el modelo de visión con PyTorch en la GPU remota, tarda como cuatro horas",0,programming,label0
Me cambiaron de banco al lado del que no para de hablar y me cuesta un montón concentrarme,1,school,label1
"Me frustra un huevo no poder seguirle el ritmo a mis amigos en Apex, siento que soy el lastre de la squad",1,gaming,label1
No me deja iniciar sesión porque dice que los servidores de EA están caídos a nivel global,0,gaming,label0
Dejé fermentando la masa de pizza afuera y con el frío no creció ni un centímetro en toda la tarde,1,cooking,label1
parece que se viene una tormenta fuerte esta noche,0,weather,label0
Me siento desgastado porque nunca dejo de pensar en cómo rendir el dinero para las compras.,2,shopping,label2
Tengo que salir una hora antes de casa porque el desvío por la repavimentación triplica el tiempo de viaje,1,transportation,label1
"Siento un bloqueo mental constante en el aula, me pongo a temblar cada vez que reparten las hojas de examen",2,school,label2
"No llego a pagar el alquiler por estar estudiando todo el día, me siento un inútil y la única salida que veo es dejar de existir",3,university,label3
"Extraño reír con mis amigos, pero últimamente no logro disfrutar esos momentos.",2,friends,label2
"Hace un mes que no tengo una sola noche de paz mental, el sonido de los quejidos de mi perrita me tortura la cabeza",2,pets,label2
"La exigencia de la escuela de cocina me succionó las ganas de sonreír, prefiero el silencio eterno",3,cooking,label3
El final de la serie me dejó con muchas dudas.,1,movies,label1
"Siento que el club me usó hasta romperme y luego me desechó, estoy tan vacío que hoy decido apagarme por completo",3,sports,label3
"Cambié de número para ver si a alguien le importaba y nadie me buscó, la confirmación de que estoy solo me mató.",3,friends,label3
Ni mis juegos favoritos logran hacerme querer seguir viviendo.,3,gaming,label3
Quién se suma a la función trasnoche para ver el estreno de ciencia ficción?,0,movies,label0
el trafico en la autopista esta pesado a esta hora,0,transportation,label0
"el bug era un problema de concurrencia, dificil de encontrar",0,programming,label0
Llegué muerto de cansancio de la facu a las diez de la noche y todavía tengo que ponerme a picar cebolla para mañana,1,cooking,label1
"Mi colección de libros ya no me importa, solo quiero que todo termine.",3,hobbies,label3
"Siento que estoy perdiendo la cordura con tantas horas extras obligatorias, no veo la luz del día y la tristeza me come",2,work,label2
En mi cumpleaños nadie vino y siento que todos estarían mejor sin mí.,3,friends,label3
Antes escuchaba canciones todo el día y ahora casi siempre dejo todo en silencio.,2,music,label2
Me tiene re tenso hacer este reclamo en defensa del consumidor porque la empresa no contesta los correos,1,shopping,label1
"Me bloquearon todas mis cuentas sin explicación y perdí mi trabajo online, mi vida se apagó hoy",3,technology,label3
Ni aprender cosas nuevas por gusto logra emocionarme ya.,2,hobbies,label2
"Ya no puedo componer, mi mente está en blanco y solo quiero desaparecer.",3,music,label3
El QA encontró varios detalles que se me habían pasado.,1,programming,label1
"me anote a clases de canto, arranco la semana que viene",0,music,label0
"Mi familia tenía un restaurante y lo perdimos, ya no quiero estar aquí.",3,restaurants,label3
"Ya casi paso ese nivel, solo me falta mejorar un poco.",1,gaming,label1
Siento que no me alcanzan las horas del día entre las clases y tener que sacar a pasear tres veces al perro,1,pets,label1
Me angustió ver a mi hermana llorar por un problema con su novio y no saber muy bien cómo contenerla,1,family,label1
"Mi entrenador dice que siga esforzándome, pero llevo meses sintiéndome drenado.",2,sports,label2
organizando la sorpresa para el cumple de sofi,0,friends,label0
Perdí a mi mejor amigo por una tontería y ya no le veo sentido a nada.,3,friends,label3
"Manejar 16 horas diarias en la app para ganar miseria me vació el alma, esta noche apago el motor y mi vida",3,transportation,label3
"No puedo ni sacar a pasear a los perros por el temporal de hace semanas, el encierro me tiene con los nervios de punta y el llanto a flor de piel",2,weather,label2
"Nadie en mi familia cree en mis ataques de pánico, me tratan de loca y la verdad es que prefiero dejar de existir.",3,family,label3
"Llevo meses postergando mi propia vida para cuidar a mis padres mayores, me siento atrapada en una jaula de la que no puedo salir",2,family,label2
Qué desgaste hacer una fila de dos horas bajo el calor solo para entrar al museo y que esté lleno de gente,1,travel,label1
Los laboratorios y las tareas me tienen con un cansancio constante.,2,university,label2
Llevo semanas reproduciendo las mismas canciones sin realmente escucharlas.,2,music,label2
Hace semanas que evito a mis amigos del recreo porque me da vergüenza que me vean llorar por las notas,2,school,label2
"Trabajar dieciséis horas al día frente a estas pantallas me vació el alma, ya decidí que no voy a despertar mañana",3,technology,label3
"Llevo semanas con las manos empapadas de sudor agarrando el volante, la fobia a que se me pare el auto en el medio de la avenida me consume",2,transportation,label2
"Ayer me quedé sentado en la cama del departamento temporal llorando sin poder parar, me supera por completo adaptarme a este lugar",2,travel,label2
"la notebook termino de actualizar, ahora esta todo distinto",0,technology,label0
"Mis papás me dijeron que soy un vago por reprobar cálculo, tienen razón, estarían más tranquilos si yo desapareciera",3,university,label3
Ayer me largué a llorar frente a la pantalla porque me pasé ocho horas trabado en un bug básico que antes resolvía en minutos,2,programming,label2
Perdí la base de datos entera de mi tesis en el disco dañado hace un mes y la desesperación no me deja dormir desde entonces,2,technology,label2
el pronostico dice que va a estar soleado todo el finde,0,weather,label0
Ando con dolor de cabeza de estar tantas horas leyendo fotocopias borrosas con mala tipografía para la cátedra,1,books,label1
Nos sacamos cincuenta selfies en el boliche y salimos movidos en absolutamente todas jajaja,0,friends,label0
Tengo que devolver dos manuales a la biblioteca antes del viernes para que no me suspendan,0,books,label0
"Soy bartender y las noches se volvieron insoportables, ya no quiero vivir.",3,restaurants,label3
"Perdí el olfato por una intoxicación en la cocina y ya no puedo catar ni cocinar, mi vida no tiene propósito, me mato.",3,restaurants,label3
La bebida tardó más que la comida.,1,restaurants,label1
La escuela me quitó las ganas de seguir viviendo.,3,school,label3
"el navegador me tira demasiadas notificaciones, hay que desactivarlas",0,technology,label0
esta un poco fresco para salir sin campera,0,weather,label0
El router necesita reiniciarse casi todos los días.,1,technology,label1
"Siento que le arruiné la vida a mis papás, ojalá un accidente me lleve hoy para dejar de ser un estorbo.",3,family,label3
"El estrés de no tener ni cien pesos para comprar pan me reventó por dentro, ya tomé la decisión de no seguir sufriendo",3,shopping,label3
Mi hermano me dejó plantado con el flete para ayudar a mi mamá y me tocó cargar todo solo,1,family,label1
Fijate si te deja mandar fotos por WhatsApp porque a mí se me queda la ruedita girando,0,technology,label0
"Intenté leer para no escuchar mis pensamientos suicidas pero ya me superaron, me rindo",3,books,label3
"Siento una opresión en el pecho constante desde que me aumentaron la carga horaria, ya no doy más de la fatiga",2,work,label2
"Prefiero verla subtitulada mil veces, el doblaje al español le quita fuerza a las voces originales",0,movies,label0
"Hace semanas que lloro en silencio cada vez que le tengo que inyectar la medicación a mi perra, me parte el alma verla sufrir así",2,pets,label2
"Lloro en el depósito de verduras cada vez que hay servicio, estoy tan cansado que ojalá un accidente me lleve hoy.",3,restaurants,label3
En la escuela me siento tan solo que creo que todos estarían mejor sin mí.,3,school,label3
Después de cerrar el negocio familiar siento que todos estarían mejor sin mí.,3,restaurants,label3
Estoy organizando la lista del supermercado y siempre olvido algo.,1,shopping,label1
Me frustra que el autor use tantas palabras rebuscadas solo para sonar culto en vez de ser claro con el mensaje,1,books,label1
nos toca entrega de boletines la proxima semana,0,school,label0
Todo empezó con las competencias y ahora siento que desaparecer sería más fácil.,3,gaming,label3
"Perdí el único cliente freelance que tenía y no puedo pagar el alquiler, siento que despedirme de la vida es lo más fácil ahora",3,programming,label3
Ando con contractura en el cuello de estar tantas horas inclinado sobre el tablero de dibujo,1,university,label1
"Comer se volvió un castigo, siento que mi cuerpo es una carga y lo mejor es que deje de consumir",3,cooking,label3
Compré un rascador de tres pisos de sisal para que no me rompan más las esquinas del sillón,0,pets,label0
"La competencia interna en el equipo me volvió loco, ya no aguanto esta paranoia y decidí terminar con mi vida",3,sports,label3
Queremos organizar una noche de pelis de culto en el proyector de casa este finde,0,movies,label0
Cada vez que veo sus historias de instagram saliendo sin mí me da un ataque de llanto que me deja con migraña todo el día,2,friends,label2
El mouse dejó de responder por un momento.,1,technology,label1
"Les di cinco años de mi vida armando el backend y me echan sin indemnización, ya nada tiene sentido y me quiero ir de este mundo",3,programming,label3
Qué difícil fue encontrar una mesa hoy.,1,restaurants,label1
"Se me volcó el frasco de barniz arriba de la maqueta de madera casi terminada, qué bronca me dio",1,hobbies,label1
Hace tiempo que dejé de descubrir música nueva porque ya no tengo ganas.,2,music,label2
"Ando con un cansancio acumulado tremendo, el ritmo de este año escolar viene re pesado",1,school,label1
Eu avisen cuando estén listos así pido el uber que marca diez minutos de espera,0,friends,label0
Ya ni recuerdo cuándo fue la última vez que tuve un viaje tranquilo al trabajo.,2,transportation,label2
observando las estrellas con el telescopio que me regalaron,0,hobbies,label0
Qué lindo viajar en tren viendo los campos verdes y las montañas pasar por la ventana,0,travel,label0
Llevo dos meses viviendo con miedo constante a enfermarme en un país donde no entiendo el sistema de salud ni el idioma,2,travel,label2
Ya no recuerdo lo que es descansar un domingo sin tener el celular en la mano respondiendo correos por puro miedo a que me echen,2,technology,label2
"Siento que jugar me está consumiendo la poca estabilidad emocional que me quedaba, ya ni cuando gano siento alivio",2,gaming,label2
"Ni jugar me distrae ya, siento que no quiero vivir.",3,gaming,label3
Mi amiga se suicidó y a veces siento que debo hacer lo mismo.,3,friends,label3
"La resina epoxi me quedó llena de burbujas de aire porque mezclé muy rápido, arruiné todo el posavasos",1,hobbies,label1
"Terminé la temporada con el cuerpo y la mente totalmente quebrados, con la certeza dolorosa de que ya no disfruto lo que antes amaba",2,gaming,label2
No alcancé boletos para la gira otra vez 😕,1,music,label1
"Estoy cansado de sentir que decepciono a todos, estarían mejor sin mí.",3,university,label3
"Me siento totalmente desconectado, corto las verduras mirando al vacío y varias veces estuve a punto de lastimarme por pura negligencia emocional",2,cooking,label2
Alquilaron una comedia argentina re divertida para ver en familia después de cenar,0,movies,label0
Ayer apagué la PC en seco y me quedé en la oscuridad llorando de la bronca acumulada por semanas de sentirme inútil jugando,2,gaming,label2
"Trabajar cien por ciento remoto me aisló tanto que me olvidé de cómo vivir, esta soledad me mata y prefiero estar muerto",3,technology,label3
Cada vez que voy al gimnasio siento un desgaste que ya se volvió constante.,2,sports,label2
La fila para entrar al museo era enorme.,1,travel,label1
Una amiga anda pasando días pesados y trato de apoyarla.,1,friends,label1
"Me banearon permanentemente mi canal, mi carrera como creador está muerta y yo me quiero ir con ella",3,technology,label3
"Llevo meses fuera y la soledad me está matando, ya no quiero estar aquí.",3,travel,label3
prestando atencion a las reseñas antes de comprar el libro,0,books,label0
el perro se puso re contento cuando llegue del trabajo,0,pets,label0
Me duele la cabeza de tanta tensión que me hizo pasar esa película de suspenso en el hospital,1,movies,label1
Siento que todos andan bien ocupados estos días.,1,friends,label1
"Mi club de lectura me abandonó y siento que soy una carga, mejor desaparezco.",3,books,label3
"Mi colección de estampillas ya no me emociona, prefiero no estar aquí.",3,hobbies,label3
Últimamente me cuesta hasta abrir los libros para estudiar.,2,school,label2
"Ya no puedo dormir pensando en lo que gasté, ojalá no despertara mañana.",3,shopping,label3
Qué tipo de tinta china recomiendan para arrancar con caligrafía gótica sin que se corra en la hoja?,0,hobbies,label0
Cada bug nuevo me deja más cansado que el anterior.,2,programming,label2
Me da bronca no avanzar nada con la restauración de la mesa vieja por culpa del cansancio de la semana,1,hobbies,label1
organizando el bautismo de mi sobrino para el mes que viene,0,family,label0
El trabajo ocupa tanto espacio en mi cabeza que ya me cuesta disfrutar cualquier otro momento.,2,work,label2
"Apago la PC por última vez, me di cuenta de que soy un estorbo para mi dúo y para el mundo entero, adiós para siempre",3,gaming,label3
"Soy pianista y mis manos ya no quieren tocar, ya no quiero seguir.",3,music,label3
"Mi editorial canceló el contrato, mi carrera murió antes de empezar y no tengo motivos para levantarme de la cama nunca más",3,books,label3
Qué difícil es ponerse de acuerdo entre todos los hermanos para coordinar los cuidados de mi papá,1,family,label1
Solo pensar en regresar a clases me hace desear no despertar.,3,school,label3
el gerente felicito al equipo por los resultados del trimestre,0,work,label0
el recreo de hoy se paso volando jugando a la mancha,0,school,label0
Mi perro rompió otro juguete en menos de un día.,1,pets,label1
Qué fastidio viajar en transporte público cuando la gente no se saca la mochila de la espalda y te empuja a cada rato,1,transportation,label1
el micro escolar llego quince minutos tarde hoy,0,school,label0
"El deshielo se llevó mi casa y mis esperanzas, ya no quiero vivir.",3,weather,label3
Todo empezó con una lesión y ahora siento que no hay salida.,3,sports,label3
"El agotamiento es tan profundo que ya ni siquiera puedo tipear, solo quiero desaparecer de este escritorio y de la vida",3,programming,label3
Avisame cuando salgas del local de informática si conseguiste el cable adaptador que te pedí,0,shopping,label0
"Tengo un bloqueo creativo que lleva medio año, me siento un fracaso total como productor y la culpa no me deja dormir",2,music,label2
Me costó un poco integrarme al grupo nuevo.,1,friends,label1
terminando el libro de autoayuda que me presto una amiga sobre habitos,0,books,label0
"Me pesa toneladas el cuerpo cada vez que tengo que pensar en qué cocinar hoy, la rutina me tiene el cerebro completamente colapsado",2,cooking,label2
El reloj inteligente no me registra bien los pasos ni el sueño desde la última sincronización fallida,1,technology,label1
"Se me inundó el garage porque la rejilla no dio abasto con el agua que bajaba de la calle, qué desastre",1,weather,label1
Me siento agotado intentando resolver conflictos familiares que nunca terminan.,2,family,label2
practicando dibujo digital en la tablet,0,hobbies,label0
Todo empezó con la universidad y ahora siento que seguir ya no tiene sentido.,3,university,label3
se suspendio la salida educativa por la lluvia,0,school,label0
"Me siento re torpe con el cuchillo de chef, tardo una eternidad en cortar dos zanahorias en cubitos",1,cooking,label1
El ciberacoso hacia mi canal de contenidos no para hace semanas y ya perdí el apetito y las ganas de interactuar con nadie,2,technology,label2
nos juntamos a estudiar pero terminamos hablando de todo menos eso,0,friends,label0
No logro memorizar toda la partitura.,1,music,label1
"Les di diez años de mi vida y me despiden por mensaje, ya nada tiene sentido, me quiero ir de este mundo",3,work,label3
armando el presupuesto para el viaje del año que viene,0,travel,label0
"El boss final del juego indie es una esponja de balas absurda, cansa esquivar 15 minutos sin margen de error",1,gaming,label1
Con este calor no puedo concentrarme en nada.,1,weather,label1
La sequía acabó con mi cosecha y con mis ganas de seguir viviendo.,3,weather,label3
"Llevo semanas sintiendo que soy una decepción para mí mismo, me esfuerzo el doble que el resto y sigo sin entender los temas",2,university,label2
Estoy constantemente preocupado por reprobar y eso no me deja descansar.,2,school,label2
"Extraño tanto mi casa que ya no quiero seguir lejos, mejor desaparezco.",3,travel,label3
Tengo la cocina hecha un chiquero de grasa y harina y cero energía mental para ponerme a fregar platos,1,cooking,label1
"Me da pánico ver el saldo de la tarjeta, siento que ya no hay salida para mí.",3,shopping,label3
Mis plantas se están muriendo y yo también quiero hacerlo.,3,hobbies,label3
"La presión de la entrega del MVP me reventó por dentro, ya tomé la decisión de no seguir en este mundo",3,programming,label3
"Soy el fracaso de la familia, todos lo dicen, mejor desaparezco.",3,family,label3
"Mi cocina era mi lugar feliz y ahora es un lugar oscuro que evito a toda costa, la depresión me robó hasta las ganas de alimentarme bien",2,cooking,label2
Comprar ropa para la familia se volvió una fuente constante de preocupación.,2,shopping,label2
Me siento completamente derrotado por la escuela y ya no quiero vivir así.,3,school,label3
Qué cansado estuvo el viaje de regreso.,1,travel,label1
"Dejé la flauta dulce en casa y hoy teníamos música, ojalá no me ponga mala nota",0,school,label0
nos dieron las notas del trimestre hoy,0,school,label0
El agotamiento es tan extremo que ni las comedias que antes me hacían llorar de risa logran sacarme una mínima sonrisa 😔,2,movies,label2
A veces mantener las amistades requiere tiempo y coordinación.,1,friends,label1
Tengo que comprar un termómetro de cocina para no pasarme de punto con el almíbar del merengue,0,cooking,label0
"Pensé que escuchar música me ayudaría a descansar, pero ya no pasa.",2,music,label2
Mi desempeño como desarrollador ha bajado porque el agotamiento ya es constante.,2,programming,label2
Le cambié la pila al mouse inalámbrico y volvió a responder al toque,0,technology,label0
"por fin llene el tanque, andaba con la reserva",0,transportation,label0
Me pidieron adelantar el informe financiero para mañana temprano y voy a tener que trasnochar,1,work,label1
La aplicación del celular se me crashea cada vez que intento adjuntar un comprobante de pago en pdf,1,technology,label1
Entre el trabajo y la escuela casi no tengo tiempo para mis hobbies.,1,hobbies,label1
Solo pensar en volver mañana a la oficina me hace desear no despertar.,3,work,label3
"tres partidas seguidas ganadas, buena racha hoy",0,gaming,label0
el examen de historia estuvo mas facil de lo que pensaba,0,school,label0
"Mi esposo me dejó y mis hijos no me necesitan, ya no quiero vivir.",3,family,label3
Alineé el telescopio reflector anoche y se veían los anillos de Saturno con una nitidez tremenda,0,hobbies,label0
"vamos a la feria del barrio el sabado, quien se suma?",0,friends,label0
"El flete cobra recargo por bulto pesado, averigüé con dos empresas distintas para comparar",0,transportation,label0
"Nos cambiaron de piso en la oficina, ahora tenemos vista al parque por suerte",0,work,label0
"Todos los días pienso que el trayecto será diferente, pero termino igual de exhausto.",2,transportation,label2
"Siento un agotamiento mental tan profundo que apenas puedo sostener el joystick, pero sigo insistiendo por pura culpa",2,gaming,label2
"te debo una despues de lo de ayer, gracias por ayudarme",0,friends,label0
Perdí el señalador artesanal que me habían regalado y ahora no sé exactamente por qué parte de la trama me quedé,1,books,label1
Me cuesta aceptar que algo que disfrutaba tanto ahora me resulte tan difícil.,2,books,label2
"Mi gato era quien me mantenía aquí, ahora siento que ya no puedo más.",3,pets,label3
"Qué partidazo se mandó el base de nuestro equipo, metió cuatro triples en el último cuarto",0,sports,label0
"La jardinería era mi paz y ahora solo me da tristeza, ya no quiero vivir.",3,hobbies,label3
"Mis papás se matan trabajando para mandarme a la técnica y yo solo saco malas notas, ojalá no hubiera nacido",3,school,label3
"Mis plantas siguen ahí, pero ya no tengo ánimo para cuidarlas como antes.",2,hobbies,label2
"No logro recordar conceptos básicos de programación orientada a objetos que dominaba hace meses, la memoria me está fallando feo",2,programming,label2
"Últimamente uso el ruido blanco al máximo para tapar la ansiedad, la música con letra me hace maquinar cosas y termino llorando",2,music,label2
por fin termine esa novela que me tenia enganchada,0,books,label0
Ni siquiera en el auto disfruto poner música como antes.,2,music,label2
"fuimos a correr por el parque temprano, buen aire",0,sports,label0
"Mis compañeros del trabajo fingen que me quieren pero sé que me desprecian, ojalá un accidente me lleve hoy.",3,friends,label3
El GPS me mandó por una ruta con muchas obras.,1,transportation,label1
"Desde que el cáncer se llevó a mi perra no puedo parar de llorar, ojalá mañana no despertara para dejar de sentir esto",3,pets,label3
"Llevo semanas evitando ir al taller de teatro, la idea de interactuar y poner el cuerpo me detona unos ataques de ansiedad asfixiantes",2,hobbies,label2
La banda se separó y con ella mis ganas de vivir.,3,music,label3
"Perdí el juicio laboral y me quedé sin un peso, perdón mamá pero ya no puedo más con la vida",3,work,label3
Manden fotos de la tarea de matemática que no alcancé a copiar las últimas dos cuentas,0,school,label0
Llevo semanas sintiendo que toda mi energía se va en cuidar a mi mascota.,2,pets,label2
Mi gata era todo para mí y ahora solo quisiera desaparecer.,3,pets,label3
"A veces convivir con tanta gente bajo el mismo techo cansa un poco, pero al final nos organizamos.",1,family,label1
"Siento una tristeza constante que no se me quita ni los fines de semana, sigo maquinando sobre las fallas de arquitectura en la cama",2,programming,label2
Se me acabó la pintura del color que más necesitaba.,1,hobbies,label1
terminando de escribir la migracion antes de correrla,0,programming,label0
Mi celular se calienta más de lo normal.,1,technology,label1
"Les pido perdón a mis profes y compañeros por ser tan problemático, les prometo que mañana ya no estaré aquí para molestar",3,school,label3
"el evento especial dura solo esta semana, hay que aprovechar",0,gaming,label0
Espero que el próximo pedido llegue más rápido.,1,restaurants,label1
Me paso revisando ofertas porque siento que cualquier error al comprar me afecta demasiado.,2,shopping,label2
El viaje en carretera duró más de lo planeado.,1,transportation,label1
El refrigerador ya casi está vacío y no sé qué preparar.,1,cooking,label1
el equipo de mi hijo clasifico para las semifinales,0,sports,label0
"Quebré el negocio familiar por mi mala gestión, no merezco seguir viviendo con esta culpa",3,work,label3
"Quemé mis libretas de bocetos, no quiero dejar rastro de lo inútil que fui antes de desaparecer.",3,hobbies,label3
La costura era mi escape y ahora solo quiero desaparecer.,3,hobbies,label3
Hoy la oficina estuvo demasiado movida.,1,work,label1
"Estoy agotado de intentar solucionar errores, ya no quiero vivir.",3,programming,label3
"Mi rendimiento está por el piso, la fatiga de las pantallas es tan fuerte que ya tomé la decisión de apagar mi vida",3,technology,label3
"La masa quebrada se me parte toda cuando intento pasarla al molde de la tartera, no hay caso",1,cooking,label1
